category,level,question,option1,option2,option3,option4,correctAnswer,trivia,mediaUrl,mediaType,xpReward,timeLimit,isActive
Olympic Games,hard,Which term is most specifically associated with Olympic Games?,package,distribution,concerto,host city,host city,,,text,80,8,true
Olympic Games,hard,Which option best characterizes Olympic Games?,color palette,quest,gold medal,virtualenv,gold medal,,,text,80,8,true
Olympic Games,hard,Pick the most specific concept tied to Olympic Games.,defender,relay,flagpole,complexity,relay,,,text,80,8,true
Olympic Games,hard,Which term is most specifically associated with Olympic Games?,gold medal,Yangtze,habitat,verb,gold medal,,,text,80,8,true
Olympic Games,hard,Select the most precise term for Olympic Games.,Australia,guild,athletics,recognition,athletics,,,text,80,8,true
Olympic Games,hard,Pick the most specific concept tied to Olympic Games.,opening ceremony,judiciary,bull market,Kalahari,opening ceremony,,,text,80,8,true
Olympic Games,hard,Which option best characterizes Olympic Games?,banknote,proof of work,Olympiad,greenhouse,Olympiad,,,text,80,8,true
Olympic Games,hard,Pick the most specific concept tied to Olympic Games.,hero,relay,expert system,processor,relay,,,text,80,8,true
Olympic Games,hard,Select the most precise term for Olympic Games.,horsepower,entrepreneur,muscular system,relay,relay,,,text,80,8,true
Olympic Games,hard,Which option best characterizes Olympic Games?,host city,Gobi,ratio,Plassey,host city,,,text,80,8,true
Cricket,easy,Pick the correct term for Cricket.,Hittites,vulnerability,stump,triangle,stump,,,text,20,12,true
Cricket,easy,Pick the correct term for Cricket.,billboard,wicket,compound,Southern Ocean,wicket,,,text,20,12,true
Cricket,easy,Which of these is related to Cricket?,electricity,verb,screen,run rate,run rate,,,text,20,12,true
Cricket,easy,Which of these is related to Cricket?,soil,return,Aeneid,bowler,bowler,,,text,20,12,true
Cricket,easy,Pick the correct term for Cricket.,LBW,decorator,multiple,factor,LBW,,,text,20,12,true
Cricket,easy,Pick the correct term for Cricket.,predicate,Asgard,innings,achievement,innings,,,text,20,12,true
Cricket,easy,Select a term associated with Cricket.,modem,LBW,trail,star,LBW,,,text,20,12,true
Cricket,easy,Pick the correct term for Cricket.,chancellor,concert,atoll,run rate,run rate,,,text,20,12,true
Cricket,easy,Which option belongs to Cricket?,over,graphics,dollar,compost,over,,,text,20,12,true
Cricket,easy,Pick the correct term for Cricket.,fuel,studio,innings,ice melt,innings,,,text,20,12,true
Cricket,easy,Pick the correct term for Cricket.,metaphysics,author,stump,logic,stump,,,text,20,12,true
Cricket,easy,Select a term associated with Cricket.,Champaran,pitch,satellite,runway,pitch,,,text,20,12,true
Cricket,easy,Which of these is related to Cricket?,short story,PEP 8,app,pitch,pitch,,,text,20,12,true
Cricket,easy,Select a term associated with Cricket.,polynomial,batsman,gene,flag ratio,batsman,,,text,20,12,true
Cricket,easy,Which of these is related to Cricket?,validation,esports,soil,over,over,,,text,20,12,true
Cricket,easy,Select a term associated with Cricket.,rocket,suspension,Vishnu,batsman,batsman,,,text,20,12,true
Cricket,easy,Select a term associated with Cricket.,narrator,stump,studio,leadership,stump,,,text,20,12,true
Cricket,easy,Pick the correct term for Cricket.,perimeter,society,spacecraft,stump,stump,,,text,20,12,true
Cricket,medium,Which term is most commonly used in Cricket?,conductor,innings,RPG,prescription,innings,,,text,40,10,true
Cricket,medium,Which option is a key concept in Cricket?,black hole,origin story,wicket,camera,wicket,,,text,40,10,true
Cricket,medium,Pick the concept that best matches Cricket.,guild,stump,Ares,exoplanet,stump,,,text,40,10,true
Cricket,medium,Pick the concept that best matches Cricket.,grill,therapy,bowler,Southern Ocean,bowler,,,text,40,10,true
Cricket,medium,Which option is a key concept in Cricket?,smart contract,distribution,monarch,boundary,boundary,,,text,40,10,true
Cricket,medium,Which option is a key concept in Cricket?,deity,habitat,over,orchestra,over,,,text,40,10,true
Cricket,medium,Which term is most commonly used in Cricket?,list comprehension,inference,wicket,metaphysics,wicket,,,text,40,10,true
Cricket,medium,Select the most relevant term for Cricket.,LBW,canvas,ritual,operating system,LBW,,,text,40,10,true
Cricket,medium,Select the most relevant term for Cricket.,election cycle,Mojave,global warming,innings,innings,,,text,40,10,true
Cricket,medium,Which option is a key concept in Cricket?,decor,head of state,bowler,promotion,bowler,,,text,40,10,true
Cricket,medium,Pick the concept that best matches Cricket.,Valkyrie,climate policy,Rebellion of 1857,pitch,pitch,,,text,40,10,true
Cricket,medium,Select the most relevant term for Cricket.,stump,Gupta Empire,playback,liability,stump,,,text,40,10,true
Cricket,medium,Pick the concept that best matches Cricket.,cash flow,Mohenjo-daro,control system,over,over,,,text,40,10,true
Cricket,medium,Which option is a key concept in Cricket?,torque,Lake Superior,leader,pitch,pitch,,,text,40,10,true
Cricket,medium,Select the most relevant term for Cricket.,premiere,decorator,LBW,Rajasthan,LBW,,,text,40,10,true
Cricket,medium,Select the most relevant term for Cricket.,World War II,stump,billboard,decor,stump,,,text,40,10,true
Cricket,medium,Which term is most commonly used in Cricket?,recycling,sidekick,innings,planting,innings,,,text,40,10,true
Cricket,medium,Which term is most commonly used in Cricket?,yield,Hollywood,education reform,wicket,wicket,,,text,40,10,true
Cricket,hard,Select the most precise term for Cricket.,conglomerate,graphic novel,stump,protocol,stump,,,text,80,8,true
Cricket,hard,Select the most precise term for Cricket.,depth of field,imagery,wicket,linguistics,wicket,,,text,80,8,true
Cricket,hard,Select the most precise term for Cricket.,posture,firewall,bowler,monarch,bowler,,,text,80,8,true
Cricket,hard,Pick the most specific concept tied to Cricket.,brand equity,innings,conversion,stock exchange,innings,,,text,80,8,true
Cricket,hard,Select the most precise term for Cricket.,pesticide,boundary,renewable,cinematography,boundary,,,text,80,8,true
Cricket,hard,Pick the most specific concept tied to Cricket.,oxidation,Best Actress,bowler,Olympiad,bowler,,,text,80,8,true
Cricket,hard,Which term is most specifically associated with Cricket?,pitch,accessory,rupee,post,pitch,,,text,80,8,true
Cricket,hard,Which option best characterizes Cricket?,Sumatra,over,Champaran,black hole,over,,,text,80,8,true
Cricket,hard,Pick the most specific concept tied to Cricket.,ISO,recipe,justice,run rate,run rate,,,text,80,8,true
Cricket,hard,Pick the most specific concept tied to Cricket.,song sequence,transmission,remix,stump,stump,,,text,80,8,true
Cricket,hard,Which option best characterizes Cricket?,paradox,abstract,Lakshmi,over,over,,,text,80,8,true
Cricket,hard,Pick the most specific concept tied to Cricket.,supply chain,bowler,TCP,encryption,bowler,,,text,80,8,true
Cricket,hard,Which option best characterizes Cricket?,studio,over,color,market research,over,,,text,80,8,true
Cricket,hard,Which term is most specifically associated with Cricket?,batsman,bake,verb,striker,batsman,,,text,80,8,true
Cricket,hard,Which option best characterizes Cricket?,JavaScript,therapy,over,concerto,over,,,text,80,8,true
Cricket,hard,Pick the most specific concept tied to Cricket.,exposure,binary,LBW,sonnet,LBW,,,text,80,8,true
Cricket,hard,Which term is most specifically associated with Cricket?,pitch,Everest,elasticity,queen,pitch,,,text,80,8,true
Cricket,hard,Which option best characterizes Cricket?,wicket,spacewalk,designer,energy,wicket,,,text,80,8,true
Cricket,hard,Select the most precise term for Cricket.,Academy Awards,vocabulary,pitch,rebrand,pitch,,,text,80,8,true
Cricket,hard,Which term is most specifically associated with Cricket?,dish,flag ratio,over,serve,over,,,text,80,8,true
Cricket,hard,Which term is most specifically associated with Cricket?,evolution,motivation,over,Cold War,over,,,text,80,8,true
Cricket,hard,Which term is most specifically associated with Cricket?,wicket,archipelago,Krishna,pattern,wicket,,,text,80,8,true
Cricket,hard,Select the most precise term for Cricket.,judiciary,prey,over,Rajasthan,over,,,text,80,8,true
Cricket,hard,Select the most precise term for Cricket.,pitch,monopoly,marketing,light-year,pitch,,,text,80,8,true
Football,easy,Which option belongs to Football?,playlist,offside,renewable,star,offside,,,text,20,12,true
Football,easy,Which option belongs to Football?,Physics,goal,crest,percentage,goal,,,text,20,12,true
Football,easy,Select a term associated with Football.,radian,bull market,color,defender,defender,,,text,20,12,true
Football,easy,Which of these is related to Football?,Atacama,mining,penalty,mitochondria,penalty,,,text,20,12,true
Football,easy,Which of these is related to Football?,behavior,battery,Europe,offside,offside,,,text,20,12,true
Football,easy,Which of these is related to Football?,penalty,aperture,Mughal Empire,net,penalty,,,text,20,12,true
Football,easy,Which option belongs to Football?,brain,sanctuary,radian,midfielder,midfielder,,,text,20,12,true
Football,easy,Pick the correct term for Football.,free throw,Hollywood,consensus,penalty,penalty,,,text,20,12,true
Football,easy,Which of these is related to Football?,offside,currency symbol,molecule,gearbox,offside,,,text,20,12,true
Football,easy,Select a term associated with Football.,penalty,ice melt,triangle,nervous system,penalty,,,text,20,12,true
Football,easy,Which option belongs to Football?,diameter,linguistics,goalkeeper,iterator,goalkeeper,,,text,20,12,true
Football,easy,Which option belongs to Football?,illustration,predicate,conservation,goalkeeper,goalkeeper,,,text,20,12,true
Football,easy,Select a term associated with Football.,corner kick,brand equity,logo,pruning,corner kick,,,text,20,12,true
Football,easy,Select a term associated with Football.,star,Athena,goal,plate,goal,,,text,20,12,true
Football,easy,Select a term associated with Football.,planning,yen,corner kick,emotion,corner kick,,,text,20,12,true
Football,easy,Which of these is related to Football?,heuristic,adaptation,graphics,striker,striker,,,text,20,12,true
Football,easy,Which of these is related to Football?,midfielder,island chain,skeletal system,Indus Valley,midfielder,,,text,20,12,true
Football,easy,Which option belongs to Football?,console,kidney,striker,Sahara,striker,,,text,20,12,true
Football,medium,Pick the concept that best matches Football.,nebula,midfielder,tablet,receptor,midfielder,,,text,40,10,true
Football,medium,Pick the concept that best matches Football.,autonomy,triangle,defender,decolonization,defender,,,text,40,10,true
Football,medium,Pick the concept that best matches Football.,corner kick,brand identity,rook,stream of consciousness,corner kick,,,text,40,10,true
Football,medium,Which term is most commonly used in Football?,cell,diplomacy,boundary,formation,formation,,,text,40,10,true
Football,medium,Select the most relevant term for Football.,pip,free kick,role,enzyme,free kick,,,text,40,10,true
Football,medium,Select the most relevant term for Football.,character,equation,formation,flagpole,formation,,,text,40,10,true
Football,medium,Pick the concept that best matches Football.,cookie,midfielder,blockbuster,elasticity,midfielder,,,text,40,10,true
Football,medium,Which term is most commonly used in Football?,stratification,electricity,diplomacy,offside,offside,,,text,40,10,true
Football,medium,Select the most relevant term for Football.,verse,phishing,striker,heuristic,striker,,,text,40,10,true
Football,medium,Pick the concept that best matches Football.,agent,ISO,midfielder,Sahara,midfielder,,,text,40,10,true
Football,medium,Pick the concept that best matches Football.,corner kick,Bluetooth,lens,monotheism,corner kick,,,text,40,10,true
Football,medium,Which option is a key concept in Football?,risk,structural,offside,transaction,offside,,,text,40,10,true
Football,medium,Pick the concept that best matches Football.,penalty,continent,acceleration,balance,penalty,,,text,40,10,true
Football,medium,Which term is most commonly used in Football?,diplomacy,procurement,DNS,midfielder,midfielder,,,text,40,10,true
Football,medium,Pick the concept that best matches Football.,interface,dollar,relay,free kick,free kick,,,text,40,10,true
Football,medium,Which option is a key concept in Football?,verse,Literature,midfielder,wearable,midfielder,,,text,40,10,true
Football,medium,Which option is a key concept in Football?,formation,protocol,foundation,festivals,formation,,,text,40,10,true
Football,medium,Which term is most commonly used in Football?,orbit,free kick,black hole,startup,free kick,,,text,40,10,true
Football,hard,Which term is most specifically associated with Football?,formation,trademark,inventory,fuel,formation,,,text,80,8,true
Football,hard,Which option best characterizes Football?,Amazon,goalkeeper,ecosystem,rally,goalkeeper,,,text,80,8,true
Football,hard,Select the most precise term for Football.,Brahma,free kick,time zone,steam engine,free kick,,,text,80,8,true
Football,hard,Which option best characterizes Football?,pip,Android,offside,carbon dioxide,offside,,,text,80,8,true
Football,hard,Which option best characterizes Football?,galaxy,behavior,simile,midfielder,midfielder,,,text,80,8,true
Football,hard,Pick the most specific concept tied to Football.,sequence,parallel,striker,hero,striker,,,text,80,8,true
Football,hard,Select the most precise term for Football.,queen,goalkeeper,design,mind,goalkeeper,,,text,80,8,true
Football,hard,Pick the most specific concept tied to Football.,email,derivative,free kick,screenplay,free kick,,,text,80,8,true
Football,hard,Which option best characterizes Football?,metabolism,goal,encryption,light-year,goal,,,text,80,8,true
Football,hard,Select the most precise term for Football.,athlete,offside,model,hero,offside,,,text,80,8,true
Football,hard,Which term is most specifically associated with Football?,election cycle,ecosystem,corner kick,phonetics,corner kick,,,text,80,8,true
Football,hard,Select the most precise term for Football.,Rajasthan,temple,goalkeeper,identity,goalkeeper,,,text,80,8,true
Football,hard,Pick the most specific concept tied to Football.,formation,Greenland,Beowulf,checkout,formation,,,text,80,8,true
Football,hard,Select the most precise term for Football.,goal,garbage collection,costume,automation,goal,,,text,80,8,true
Football,hard,Pick the most specific concept tied to Football.,defender,search,rook,radian,defender,,,text,80,8,true
Football,hard,Which option best characterizes Football?,lighting,defender,merger,Nile,defender,,,text,80,8,true
Football,hard,Pick the most specific concept tied to Football.,stripe,corner kick,box office,level,corner kick,,,text,80,8,true
Football,hard,Pick the most specific concept tied to Football.,Gulf,battery,graphic novel,offside,offside,,,text,80,8,true
Football,hard,Select the most precise term for Football.,midfielder,runway,composition,advertising,midfielder,,,text,80,8,true
Football,hard,Which term is most specifically associated with Football?,bowler,defender,Uttar Pradesh,server,defender,,,text,80,8,true
Football,hard,Which term is most specifically associated with Football?,sovereignty,species,corner kick,Sri Lanka,corner kick,,,text,80,8,true
Football,hard,Select the most precise term for Football.,North America,block,corner kick,root,corner kick,,,text,80,8,true
Football,hard,Select the most precise term for Football.,engagement,formation,Best Picture,toxicity,formation,,,text,80,8,true
Football,hard,Select the most precise term for Football.,corner kick,network,achievement,controller,corner kick,,,text,80,8,true
Tennis,easy,Select a term associated with Tennis.,director,serve,engagement,wilderness,serve,,,text,20,12,true
Tennis,easy,Which option belongs to Tennis?,set,range,interest,global warming,set,,,text,20,12,true
Tennis,easy,Which option belongs to Tennis?,rally,hemisphere,perspective,deity,rally,,,text,20,12,true
Tennis,easy,Which option belongs to Tennis?,innings,set,Ramayana,regression,set,,,text,20,12,true
Tennis,easy,Pick the correct term for Tennis.,pranayama,Android,backhand,Vishnu,backhand,,,text,20,12,true
Tennis,easy,Pick the correct term for Tennis.,conservation,bear market,habitat,match point,match point,,,text,20,12,true
Tennis,easy,Which option belongs to Tennis?,latitude,viral,stump,baseline,baseline,,,text,20,12,true
Tennis,easy,Which of these is related to Tennis?,set,deviance,JavaScript,pawn,set,,,text,20,12,true
Tennis,easy,Which of these is related to Tennis?,baseline,period,tricolor,pattern,baseline,,,text,20,12,true
Tennis,easy,Select a term associated with Tennis.,serve,Babylon,single,function,serve,,,text,20,12,true
Tennis,easy,Select a term associated with Tennis.,set,data structure,K2,Akbar,set,,,text,20,12,true
Tennis,easy,Select a term associated with Tennis.,novel,Maurya Empire,multiplayer,ace,ace,,,text,20,12,true
Tennis,easy,Which option belongs to Tennis?,ISP,behavior,rally,decolonization,rally,,,text,20,12,true
Tennis,easy,Select a term associated with Tennis.,Academy Awards,sonata,deuce,Mughal Empire,deuce,,,text,20,12,true
Tennis,easy,Select a term associated with Tennis.,backhand,unit circle,pawn,Literature,backhand,,,text,20,12,true
Tennis,easy,Select a term associated with Tennis.,clinical,stretch,serve,opening ceremony,serve,,,text,20,12,true
Tennis,easy,Which option belongs to Tennis?,conditioning,match point,level,opening,match point,,,text,20,12,true
Tennis,easy,Select a term associated with Tennis.,air traffic,polymorphism,boundary,ace,ace,,,text,20,12,true
Tennis,medium,Select the most relevant term for Tennis.,visitor center,World Wide Web,latency,rally,rally,,,text,40,10,true
Tennis,medium,Select the most relevant term for Tennis.,entrepreneur,range,forehand,spice,forehand,,,text,40,10,true
Tennis,medium,Which term is most commonly used in Tennis?,fertilizer,match point,movement,validation,match point,,,text,40,10,true
Tennis,medium,Which term is most commonly used in Tennis?,baseline,Phoenicians,runway,magnetism,baseline,,,text,40,10,true
Tennis,medium,Pick the concept that best matches Tennis.,crest,net,lighting,procurement,net,,,text,40,10,true
Tennis,medium,Pick the concept that best matches Tennis.,spacecraft,parliament,motivation,serve,serve,,,text,40,10,true
Tennis,medium,Which option is a key concept in Tennis?,gene,bias,URL,forehand,forehand,,,text,40,10,true
Tennis,medium,Pick the concept that best matches Tennis.,visitor center,routing,Pacific Ocean,match point,match point,,,text,40,10,true
Tennis,medium,Which option is a key concept in Tennis?,set,expression,suspension,area,set,,,text,40,10,true
Tennis,medium,Pick the concept that best matches Tennis.,overfitting,sea level,pilgrimage,forehand,forehand,,,text,40,10,true
Tennis,medium,Which term is most commonly used in Tennis?,gesture,biodiversity,validation,serve,serve,,,text,40,10,true
Tennis,medium,Pick the concept that best matches Tennis.,polygon,net,acquisition,syntax,net,,,text,40,10,true
Tennis,medium,Which term is most commonly used in Tennis?,brand identity,protocol,rally,coin,rally,,,text,40,10,true
Tennis,medium,Which term is most commonly used in Tennis?,stock exchange,baseline,intrusion,scientist,baseline,,,text,40,10,true
Tennis,medium,Which term is most commonly used in Tennis?,summit,market cap,penalty,forehand,forehand,,,text,40,10,true
Tennis,medium,Which option is a key concept in Tennis?,K2,backhand,bishop,producer,backhand,,,text,40,10,true
Tennis,medium,Pick the concept that best matches Tennis.,Medicine,robot,rally,overfitting,rally,,,text,40,10,true
Tennis,medium,Which option is a key concept in Tennis?,forehand,engagement,soil,equator,forehand,,,text,40,10,true
Tennis,hard,Pick the most specific concept tied to Tennis.,backhand,grill,radian,expert system,backhand,,,text,80,8,true
Tennis,hard,Select the most precise term for Tennis.,demography,forehand,generator,advertising,forehand,,,text,80,8,true
Tennis,hard,Pick the most specific concept tied to Tennis.,turbulence,democracy,match point,postmodern,match point,,,text,80,8,true
Tennis,hard,Pick the most specific concept tied to Tennis.,altitude,Mesopotamia,match point,hook,match point,,,text,80,8,true
Tennis,hard,Pick the most specific concept tied to Tennis.,brake,Madagascar,match point,illustration,match point,,,text,80,8,true
Tennis,hard,Select the most precise term for Tennis.,therapy,rally,share,Phoenicians,rally,,,text,80,8,true
Tennis,hard,Select the most precise term for Tennis.,bowler,adjective,rally,realism,rally,,,text,80,8,true
Tennis,hard,Which term is most specifically associated with Tennis?,net,Lakshmi,recipe,athletics,net,,,text,80,8,true
Tennis,hard,Which option best characterizes Tennis?,target audience,subject,REST,forehand,forehand,,,text,80,8,true
Tennis,hard,Pick the most specific concept tied to Tennis.,relay,Hittites,backhand,funnel,backhand,,,text,80,8,true
Tennis,hard,Pick the most specific concept tied to Tennis.,dot-com,culture,net,training data,net,,,text,80,8,true
Tennis,hard,Which option best characterizes Tennis?,blueprint,conversion,match point,Ashoka,match point,,,text,80,8,true
Tennis,hard,Pick the most specific concept tied to Tennis.,remix,relay,server,deuce,deuce,,,text,80,8,true
Tennis,hard,Which option best characterizes Tennis?,globe,baseline,Southern Ocean,volatility,baseline,,,text,80,8,true
Tennis,hard,Which term is most specifically associated with Tennis?,disease,wicket,meter,deuce,deuce,,,text,80,8,true
Tennis,hard,Select the most precise term for Tennis.,serve,altitude,renewable,derivative,serve,,,text,80,8,true
Tennis,hard,Pick the most specific concept tied to Tennis.,deuce,diagnosis,limit,spacewalk,deuce,,,text,80,8,true
Tennis,hard,Which term is most specifically associated with Tennis?,spice,knight,inventory,backhand,backhand,,,text,80,8,true
Tennis,hard,Pick the most specific concept tied to Tennis.,share,backboard,homeostasis,backhand,backhand,,,text,80,8,true
Tennis,hard,Pick the most specific concept tied to Tennis.,ranger,composition,backhand,return,backhand,,,text,80,8,true
Tennis,hard,Select the most precise term for Tennis.,Lake Victoria,Industrial Revolution,recursion,ace,ace,,,text,80,8,true
Tennis,hard,Which term is most specifically associated with Tennis?,Valkyrie,net,pesticide,switch,net,,,text,80,8,true
Tennis,hard,Which term is most specifically associated with Tennis?,pip,serve,Ashoka,periodic table,serve,,,text,80,8,true
Tennis,hard,Select the most precise term for Tennis.,polygon,match point,Lakshmi,comment,match point,,,text,80,8,true
Basketball,easy,Select a term associated with Basketball.,relay,rebound,opera,payment gateway,rebound,,,text,20,12,true
Basketball,easy,Select a term associated with Basketball.,backboard,exposure,carbon dioxide,steam engine,backboard,,,text,20,12,true
Basketball,easy,Which of these is related to Basketball?,canvas,fertilizer,dribble,offside,dribble,,,text,20,12,true
Basketball,easy,Which of these is related to Basketball?,free throw,compiler,Best Actress,textile,free throw,,,text,20,12,true
Basketball,easy,Select a term associated with Basketball.,institution,pilgrimage,latency,backboard,backboard,,,text,20,12,true
Basketball,easy,Select a term associated with Basketball.,dribble,supply,postmodern,ISO,dribble,,,text,20,12,true
Basketball,easy,Which of these is related to Basketball?,predator,dunk,product page,Delhi Sultanate,dunk,,,text,20,12,true
Basketball,easy,Which option belongs to Basketball?,diplomacy,three-pointer,baroque,validation,three-pointer,,,text,20,12,true
Basketball,easy,Select a term associated with Basketball.,foul,sensor,predicate,pronoun,foul,,,text,20,12,true
Basketball,easy,Which option belongs to Basketball?,goal,Hamlet,meditation,three-pointer,three-pointer,,,text,20,12,true
Basketball,easy,Pick the correct term for Basketball.,perception,metaphor,dribble,dosage,dribble,,,text,20,12,true
Basketball,easy,Select a term associated with Basketball.,rebound,automation,director,ecology,rebound,,,text,20,12,true
Basketball,easy,Select a term associated with Basketball.,acceleration,novel,dunk,watercolor,dunk,,,text,20,12,true
Basketball,easy,Which of these is related to Basketball?,fulfillment,run rate,kidney,pivot,pivot,,,text,20,12,true
Basketball,easy,Which option belongs to Basketball?,flavor,esports,dunk,inventor,dunk,,,text,20,12,true
Basketball,easy,Which of these is related to Basketball?,asset,pivot,Delhi Sultanate,chain rule,pivot,,,text,20,12,true
Basketball,easy,Pick the correct term for Basketball.,shot clock,API,sanctuary,inventory,shot clock,,,text,20,12,true
Basketball,easy,Select a term associated with Basketball.,dribble,reason,ecosystem,DOM,dribble,,,text,20,12,true
Basketball,medium,Select the most relevant term for Basketball.,polynomial,crop,aperture,backboard,backboard,,,text,40,10,true
Basketball,medium,Which option is a key concept in Basketball?,Olympus,limit,backboard,mind,backboard,,,text,40,10,true
Basketball,medium,Pick the concept that best matches Basketball.,three-pointer,star,startup,innings,three-pointer,,,text,40,10,true
Basketball,medium,Which term is most commonly used in Basketball?,panel,foul,printing press,myth,foul,,,text,40,10,true
Basketball,medium,Select the most relevant term for Basketball.,shot clock,myth,latitude,merger,shot clock,,,text,40,10,true
Basketball,medium,Which option is a key concept in Basketball?,Rajasthan,dribble,Bihar,flooring,dribble,,,text,40,10,true
Basketball,medium,Which term is most commonly used in Basketball?,dribble,camera,share,device,dribble,,,text,40,10,true
Basketball,medium,Which option is a key concept in Basketball?,App Store,free throw,gene,dollar,free throw,,,text,40,10,true
Basketball,medium,Which option is a key concept in Basketball?,yield,kidney,foul,Durga,foul,,,text,40,10,true
Basketball,medium,Select the most relevant term for Basketball.,match point,Mohenjo-daro,three-pointer,baroque,three-pointer,,,text,40,10,true
Basketball,medium,Pick the concept that best matches Basketball.,robot arm,blueprint,metabolism,dunk,dunk,,,text,40,10,true
Basketball,medium,Pick the concept that best matches Basketball.,rocket,free throw,statuette,subnet,free throw,,,text,40,10,true
Basketball,medium,Select the most relevant term for Basketball.,assist,molecule,Africa,market research,assist,,,text,40,10,true
Basketball,medium,Select the most relevant term for Basketball.,farm,brain,translation,dribble,dribble,,,text,40,10,true
Basketball,medium,Which term is most commonly used in Basketball?,run rate,myth,three-pointer,graphic novel,three-pointer,,,text,40,10,true
Basketball,medium,Which option is a key concept in Basketball?,Mediterranean Sea,verb,period,assist,assist,,,text,40,10,true
Basketball,medium,Pick the concept that best matches Basketball.,rebound,textile,automation,robot arm,rebound,,,text,40,10,true
Basketball,medium,Select the most relevant term for Basketball.,superhero,predator,foul,gene,foul,,,text,40,10,true
Basketball,hard,Select the most precise term for Basketball.,gearbox,shot clock,crop,conductor,shot clock,,,text,80,8,true
Basketball,hard,Which term is most specifically associated with Basketball?,gearbox,graphics,dunk,wardrobe,dunk,,,text,80,8,true
Basketball,hard,Which option best characterizes Basketball?,wardrobe,Beowulf,Greenland,pivot,pivot,,,text,80,8,true
Basketball,hard,Pick the most specific concept tied to Basketball.,free throw,breathing,scientist,Greenland,free throw,,,text,80,8,true
Basketball,hard,Select the most precise term for Basketball.,longitude,dribble,accessory,Gupta Empire,dribble,,,text,80,8,true
Basketball,hard,Which term is most specifically associated with Basketball?,habitat,esports,backboard,lungs,backboard,,,text,80,8,true
Basketball,hard,Which term is most specifically associated with Basketball?,culture,multiple,rebound,theme,rebound,,,text,80,8,true
Basketball,hard,Pick the most specific concept tied to Basketball.,pattern,opera,free throw,panel,free throw,,,text,80,8,true
Basketball,hard,Pick the most specific concept tied to Basketball.,pivot,Loki,perimeter,chain rule,pivot,,,text,80,8,true
Basketball,hard,Pick the most specific concept tied to Basketball.,penalty,flooring,shot clock,athletics,shot clock,,,text,80,8,true
Basketball,hard,Which option best characterizes Basketball?,soil,ratio,shot clock,altitude,shot clock,,,text,80,8,true
Basketball,hard,Select the most precise term for Basketball.,Iliad,assist,texture,election,assist,,,text,80,8,true
Basketball,hard,Select the most precise term for Basketball.,migration,light-year,horsepower,foul,foul,,,text,80,8,true
Basketball,hard,Select the most precise term for Basketball.,fiscal policy,dribble,polytheism,automation,dribble,,,text,80,8,true
Basketball,hard,Select the most precise term for Basketball.,shot clock,Bihar,color palette,phishing,shot clock,,,text,80,8,true
Basketball,hard,Which term is most specifically associated with Basketball?,Gupta Empire,foul,diameter,currency symbol,foul,,,text,80,8,true
Basketball,hard,Which term is most specifically associated with Basketball?,goal,prey,shot clock,existence,shot clock,,,text,80,8,true
Basketball,hard,Which term is most specifically associated with Basketball?,dribble,Ragnarok,Atacama,Literature,dribble,,,text,80,8,true
Basketball,hard,Pick the most specific concept tied to Basketball.,polynomial,pivot,GDP,Best Actress,pivot,,,text,80,8,true
Basketball,hard,Pick the most specific concept tied to Basketball.,trademark,rocket,athletics,rebound,rebound,,,text,80,8,true
Basketball,hard,Pick the most specific concept tied to Basketball.,Bihar,level,rebound,controller,rebound,,,text,80,8,true
Basketball,hard,Pick the most specific concept tied to Basketball.,re-entry,prime minister,shot clock,metaphysics,shot clock,,,text,80,8,true
Basketball,hard,Which term is most specifically associated with Basketball?,transmission,climate model,foul,fulfillment,foul,,,text,80,8,true
Basketball,hard,Select the most precise term for Basketball.,risk,pivot,mulch,adjective,pivot,,,text,80,8,true
Chess,easy,Select a term associated with Chess.,laureate,knight,side effect,script,knight,,,text,20,12,true
Chess,easy,Which option belongs to Chess?,cinematography,stalemate,return,elasticity,stalemate,,,text,20,12,true
Chess,easy,Pick the correct term for Chess.,returns,opening,breathing,recycling,opening,,,text,20,12,true
Chess,easy,Which of these is related to Chess?,rook,hemisphere,gold medal,accuracy,rook,,,text,20,12,true
Chess,easy,Select a term associated with Chess.,bishop,triangle,trail,judiciary,bishop,,,text,20,12,true
Chess,easy,Pick the correct term for Chess.,flowerbed,engagement,rook,share,rook,,,text,20,12,true
Chess,easy,Which of these is related to Chess?,endgame,latitude,telescope,momentum,endgame,,,text,20,12,true
Chess,easy,Which of these is related to Chess?,knight,planting,cabinet,logic,knight,,,text,20,12,true
Chess,easy,Which option belongs to Chess?,period,opening,Shiva,abstract,opening,,,text,20,12,true
Chess,easy,Which option belongs to Chess?,Mars rover,pawn,share,K2,pawn,,,text,20,12,true
Chess,easy,Pick the correct term for Chess.,stratification,checkmate,vaccine,publisher,checkmate,,,text,20,12,true
Chess,easy,Pick the correct term for Chess.,Ramayana,Himalayas,Ashoka,endgame,endgame,,,text,20,12,true
Chess,easy,Which of these is related to Chess?,castling,album,innovation,hero,castling,,,text,20,12,true
Chess,easy,Select a term associated with Chess.,knight,emblem,algorithm,virtue,knight,,,text,20,12,true
Chess,easy,Which option belongs to Chess?,chassis,mindfulness,muscular system,checkmate,checkmate,,,text,20,12,true
Chess,easy,Select a term associated with Chess.,market cap,verse,checkmate,red carpet,checkmate,,,text,20,12,true
Chess,easy,Pick the correct term for Chess.,genre,dribble,checkmate,Sri Lanka,checkmate,,,text,20,12,true
